blind_review_id,current_label,review_tags,content_evidence_fields,source_exists,source_size_bytes,file_entropy,file_entropy_bytes,file_entropy_truncated,mz_signature,pe_parse_status,pe_machine,pe_timestamp,pe_characteristics,pe_optional_magic,pe_subsystem,pe_dll_characteristics,pe_number_of_sections,pe_section_names,pe_section_raw_size_total,pe_section_raw_end_max,pe_has_export_directory,pe_export_directory_size,pe_has_import_directory,pe_import_directory_size,pe_has_resource_directory,pe_resource_directory_size,pe_has_security_directory,pe_security_directory_file_offset,pe_security_directory_size,overlay_size,overlay_entropy,overlay_entropy_bytes,overlay_entropy_truncated,overlay_after_security_size,overlay_after_security_entropy,overlay_after_security_entropy_bytes,overlay_after_security_entropy_truncated,cache_exists,cache_size_bytes,duplicate_manifest_sha_group,manifest_duplicate_group_size,objective_issue_count,objective_issue_flags,identity_columns_are_not_evidence,manual_label_verdict,manual_verdict_note,recommended_action
blind-00846,1,has_resource_directory|high_file_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1207296,7.549164,1207296,false,true,ok,34404,1556390077,8226,0x20b,2,288,7,.text|.rdata|.data|.pdata|.gfids|.rsrc|.reloc,1206272,1207296,true,159360,true,100,true,818692,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00847,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,268288,6.108805,268288,false,true,ok,332,1490712915,258,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,267264,268288,false,0,true,200,true,134248,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00848,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1477120,7.035492,1477120,false,true,ok,332,1725272328,8450,0x10b,2,320,6,.text|.rdata|.data|.qtmetad|.rsrc|.reloc,1476096,1477120,true,136,true,180,true,944,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00849,1,,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,6144,5.190504,6144,false,true,ok,332,1624635195,8450,0x10b,2,320,4,.text|.rdata|.data|.reloc,5120,6144,true,76,true,60,false,0,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00850,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,132168,5.746774,132168,false,true,ok,332,1443964888,258,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,121344,122368,false,0,true,80,true,49140,true,122368,9800,9800,7.318413,9800,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00851,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,345088,6.213859,345088,false,true,ok,34404,1735846579,34,0x20b,3,33120,7,.text|.rdata|.data|.pdata|_RDATA|.rsrc|.reloc,344064,345088,false,0,true,60,true,1576,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00852,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,228120,6.990232,228120,false,true,ok,332,1626609684,270,0x10b,2,34112,3,.text|.reloc|.rsrc,216064,216576,false,0,true,87,true,43232,true,216576,11544,11544,7.569529,11544,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00853,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,69632,5.189574,69632,false,true,ok,332,1263801644,8462,0x10b,2,0,5,.text|.rdata|.data|.rsrc|.reloc,65536,69632,true,72,true,40,true,884,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00854,1,has_resource_directory|overlay_present|overlay_after_security_present|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,47645,5.982640,47645,false,true,ok,332,1886413088,303,0x10b,3,32768,9,.text|.data|.rdata|.buildid|/4|.bss|.idata|.rsrc|/14,46592,47616,false,0,true,4948,true,1256,false,0,0,29,3.948859,29,false,29,3.948859,29,false,true,12264,false,,0,,true,,,
blind-00855,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,66560,6.022533,66560,false,true,ok,34404,1636550343,8226,0x20b,2,352,6,.text|.rdata|.data|.pdata|.rsrc|.reloc,65536,66560,true,80,true,260,true,480,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00856,0,has_resource_directory|high_file_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,5574656,7.994293,5574656,false,true,ok,332,2442440597,8462,0x10b,3,34112,3,.text|.rsrc|.reloc,5574144,5574656,false,0,true,75,true,852,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00857,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,358080,5.610939,358080,false,true,ok,332,1688263783,271,0x10b,2,34112,5,.text|.rdata|.data|.ndata|.rsrc,328192,329216,false,0,true,160,true,294824,true,346520,11560,28864,7.922880,28864,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00858,1,has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1266480,6.349184,1266480,false,true,ok,332,1659354802,783,0x10b,3,0,8,.text|.data|.rdata|.eh_fram|.bss|.idata|.CRT|.tls,1246720,1247744,false,0,true,3024,false,0,true,1247744,18736,18736,7.431862,18736,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00859,0,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,490592,6.656677,490592,false,true,ok,332,1440918687,259,0x10b,2,0,6,.text|.rdata|.data|.rsrc|.enigma1|.enigma2,483328,484352,false,0,true,5180,true,19412,false,0,0,6240,7.394573,6240,false,6240,7.394573,6240,false,true,12264,false,,0,,true,,,
blind-00860,0,has_resource_directory|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,190346752,6.977542,67108864,true,true,ok,34404,1680572709,8226,0x20b,2,352,10,.text|.rdata|.data|.pdata|__nv_mod|.nv_fatb|.nvFatBi|__nv_rel|.rsrc|.reloc,190345728,190346752,true,1668,true,40,true,952,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00861,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,20270704,6.769378,20270704,false,true,ok,332,1531786734,8450,0x10b,2,320,6,.text|.rdata|.data|.unwante|.rsrc|.reloc,20259328,20260352,true,4275,true,340,true,7450458,true,20260352,10352,10352,7.615183,10352,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00862,1,has_resource_directory|overlay_present|overlay_after_security_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,135569,7.158152,135569,false,true,ok,332,1187056449,8462,0x10b,2,0,5,.text|.data|.rsrc|.reloc|.text,134144,135168,true,376,true,120,true,976,false,0,0,401,7.414942,401,false,401,7.414942,401,false,true,12264,false,,0,,true,,,
blind-00863,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,677640,4.751390,677640,false,true,ok,332,1760567640,258,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,664576,665600,false,0,true,40,true,576183,true,665600,12040,12040,7.670557,12040,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00864,0,has_resource_directory|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,6323200,6.816471,6323200,false,true,ok,332,708992537,33198,0x10b,2,0,8,CODE|DATA|BSS|.idata|.tls|.rdata|.reloc|.rsrc,6322176,6323200,false,0,true,16222,true,1428480,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00865,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,586752,6.524054,586752,false,true,ok,332,1290243788,258,0x10b,2,33088,4,.text|.data|.rsrc|.reloc,585728,586752,false,0,true,260,true,473840,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00866,0,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,15314336,7.857444,15314336,false,true,ok,332,1739190064,41870,0x10b,2,320,10,.text|.itext|.data|.bss|.idata|.didata|.edata|.rdata|.reloc|.rsrc,15288832,15289856,true,171,true,16454,true,11944960,true,15293936,20400,24480,7.611564,24480,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00867,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,499712,6.414790,499712,false,true,ok,332,1048047291,8462,0x10b,2,0,5,.text|.rdata|.data|.rsrc|.reloc,495616,499712,true,236095,true,60,true,960,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00868,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,406016,6.743595,406016,false,true,ok,332,1473661105,8450,0x10b,2,320,7,.text|.rdata|.data|.gfids|.tls|.rsrc|.reloc,404992,406016,true,148,true,120,true,1448,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00869,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,548864,6.404959,548864,false,true,ok,332,1620101448,8450,0x10b,2,320,5,.text|.rdata|.data|.rsrc|.reloc,544768,548864,true,256588,true,60,true,976,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00870,1,has_resource_directory|overlay_present|overlay_after_security_present,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1503760,6.487704,1503760,false,true,ok,34404,1678666799,8226,0x20b,3,352,6,.text|.rdata|.data|.pdata|.rsrc|.reloc,1502720,1503744,true,272,true,500,true,1520,false,0,0,16,3.750000,16,false,16,3.750000,16,false,true,12264,false,,0,,true,,,
blind-00871,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,107520,6.442687,107520,false,true,ok,332,1460126116,258,0x10b,3,33088,6,.text|.rdata|.data|.gfids|.rsrc|.reloc,106496,107520,false,0,true,80,true,1400,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00872,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,369664,5.430089,369664,false,true,ok,332,1737160219,8450,0x10b,3,34112,3,.text|.rsrc|.reloc,369152,369664,false,0,true,79,true,688,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00873,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,536576,6.489673,536576,false,true,ok,332,1284513092,271,0x10b,2,0,4,.text|.rdata|.data|.rsrc,532480,536576,false,0,true,300,true,308928,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00874,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,497120,6.336142,497120,false,true,ok,34404,1627569667,8226,0x20b,2,352,7,.text|.rdata|.data|.pdata|_RDATA|.rsrc|.reloc,487424,488448,true,76,true,40,true,248,true,488448,8672,8672,7.544663,8672,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00875,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,3329288,6.601302,3329288,false,true,ok,332,1720769212,258,0x10b,2,33088,11,.text|.itext|.data|.bss|.idata|.didata|.edata|.tls|.rdata|.reloc|.rsrc,3317248,3318272,true,110,true,14954,true,203916,true,3318272,11016,11016,7.618787,11016,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00876,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1343344,6.528456,1343344,false,true,ok,332,1726214819,41358,0x10b,2,0,8,.text|.itext|.data|.bss|.idata|.edata|.reloc|.rsrc,1317376,1318400,true,188,true,11564,true,66048,true,1318400,24944,24944,7.634498,24944,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00877,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,675160,6.512785,675160,false,true,ok,332,1571022235,270,0x10b,2,0,8,.text|.data|.tls|.rdata|.idata|.edata|.rsrc|.reloc,658432,659968,true,201,true,9967,true,54272,true,659968,15192,15192,7.538608,15192,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00878,0,overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,38200,7.883550,38200,false,true,ok,332,1155747731,271,0x10b,3,0,2,.text|.rsrc,30208,31232,false,0,true,143,false,0,false,0,0,6968,7.380788,6968,false,6968,7.380788,6968,false,true,12264,false,,0,,true,,,
blind-00879,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,8704,4.635484,8704,false,true,ok,332,1477046467,8450,0x10b,3,34112,3,.text|.rsrc|.reloc,8192,8704,false,0,true,75,true,680,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00880,0,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,44731104,7.999960,44731104,false,true,ok,332,1688263783,271,0x10b,2,34112,5,.text|.rdata|.data|.ndata|.rsrc,120320,121344,false,0,true,160,true,87040,true,44716864,14240,44609760,7.999995,44609760,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00881,0,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,208896,5.937585,208896,false,true,ok,332,1338450480,8462,0x10b,2,0,5,.text|.rdata|.data|.rsrc|.reloc,204800,208896,true,69,true,160,true,16992,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00882,0,has_resource_directory|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,868352,5.535736,868352,false,true,ok,332,1651566090,8450,0x10b,2,320,9,.textbss|.text|.rdata|.data|.idata|.msvcjmc|.00cfg|.rsrc|.reloc,867328,868352,true,380,true,80,true,806,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00883,0,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,15152552,7.999064,15152552,false,true,ok,332,1437053060,33167,0x10b,2,32768,8,.text|.itext|.data|.bss|.idata|.tls|.rdata|.rsrc,118272,119296,false,0,true,3536,true,45568,true,15140480,12072,15033256,7.999989,15033256,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00884,1,has_resource_directory,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,145408,6.750855,145408,false,true,ok,332,3013880354,258,0x10b,2,49216,6,.text|.data|.idata|.didat|.rsrc|.reloc,144384,145408,false,0,true,140,true,92936,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
blind-00885,0,has_resource_directory|high_file_entropy,source_size_bytes|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,169984,7.922132,169984,false,true,ok,332,1233230229,783,0x10b,2,32768,7,0|1|2|3|4|5|6,168960,169984,false,0,true,60,true,5104,false,0,0,0,,0,false,0,,0,false,true,12264,false,,0,,true,,,
