review_batch_rank,review_category,review_priority_rank,loop57_error_type,label,review_tags,content_evidence_fields,source_exists,source_size_bytes,source_sha256_match,source_sha256_actual,file_entropy,file_entropy_bytes,file_entropy_truncated,mz_signature,pe_parse_status,pe_machine,pe_timestamp,pe_characteristics,pe_optional_magic,pe_subsystem,pe_dll_characteristics,pe_number_of_sections,pe_section_names,pe_section_raw_size_total,pe_section_raw_end_max,pe_has_export_directory,pe_export_directory_size,pe_has_import_directory,pe_import_directory_size,pe_has_resource_directory,pe_resource_directory_size,pe_has_security_directory,pe_security_directory_file_offset,pe_security_directory_size,overlay_size,overlay_entropy,overlay_entropy_bytes,overlay_entropy_truncated,overlay_after_security_size,overlay_after_security_entropy,overlay_after_security_entropy_bytes,overlay_after_security_entropy_truncated,cache_exists,cache_size_bytes,duplicate_manifest_sha_group,manifest_duplicate_group_id,manifest_duplicate_group_size,manifest_duplicate_group_focus_rows,objective_issue_count,objective_issue_flags,identity_columns_are_not_evidence,model_score_columns_are_not_verdict_evidence,source_path,cache_path,source_sha256,sample_index,split,loop57_final_prob,loop57_base_prob,loop57_candidate_prob,loop57_gate_prob,loop39_corrected_by_any_compared_model,manual_label_verdict,manual_verdict_note,recommended_action,loop95_wave_id,loop95_wave_row_number,loop95_intake_row_number,loop96_blind_review_id
,e_persistent_fn,,FN,1,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,19428272,true,fa327a09ea3ccc04528acb11e6e77bdb3c3812ed908e4a8613f722f16f41b193,7.999939,19428272,false,true,ok,332,1741475120,271,0x10b,2,34112,5,.text|.rdata|.data|.ndata|.rsrc,40960,41984,false,0,true,160,true,7552,true,19417816,10456,19386288,7.999991,19386288,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2026-02\2026-02-17\fa327a09ea3ccc04528acb11e6e77bdb3c3812ed908e4a8613f722f16f41b193.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\29f485299e5d17e90e7076b7df01e369_38672ba0.npz,fa327a09ea3ccc04528acb11e6e77bdb3c3812ed908e4a8613f722f16f41b193,187837,test,0.1066895276,0.1066895276,0.8666666746,0.8338662982,,,,,4,160,760,blind-00923
,c_high_conflict_persistent_error,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,319240,true,a13b8f18bea6a677ce686a784d15529fd5333e7045e89fd77dd1486e7bc22007,5.534867,319240,false,true,ok,332,1650474250,259,0x10b,2,0,4,.text|.rdata|.data|.rsrc,307200,311296,false,0,true,240,true,131056,true,311296,7944,7944,7.538806,7944,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\a13b8f18bea6a677ce686a784d15529fd5333e7045e89fd77dd1486e7bc22007,E:\Project\python\Axon_v2.6Exp\data\.cache\86752ad2538d1ae47dbe526a7f6933a6_38672ba0.npz,a13b8f18bea6a677ce686a784d15529fd5333e7045e89fd77dd1486e7bc22007,136443,test,0.9856243730,0.9856243730,0.3866666555,0.0084637152,False,,,,3,63,463,blind-00924
,f_persistent_fp,,FP,0,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1688576,true,c7c67fd318fb07d4c36e48e675327e2a4162e8cb9287dae1c4ff7d945a240fe7,6.278411,1688576,false,true,ok,34404,1580994000,8226,0x20b,2,352,6,.text|.rdata|.data|.pdata|.rsrc|.reloc,1687552,1688576,true,377,true,120,true,97208,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\c7c67fd318fb07d4c36e48e675327e2a4162e8cb9287dae1c4ff7d945a240fe7,E:\Project\python\Axon_v2.6Exp\data\.cache\b340ff1815e2827e63a9f0dc8b674331_38672ba0.npz,c7c67fd318fb07d4c36e48e675327e2a4162e8cb9287dae1c4ff7d945a240fe7,179801,test,0.9373394251,0.9373394251,0.6000000238,0.0157039072,,,,,5,60,860,blind-00925
,c_high_conflict_persistent_error,,FP,0,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,158819,true,789705b50437da92a2e7d3838aa51ddb70d8962f758e5735842ca77cdd700806,7.304197,158819,false,true,ok,332,1658593342,259,0x10b,2,34112,5,.text|.rdata|.data|.ndata|.rsrc,126976,128000,false,0,true,160,true,83432,false,0,0,30819,7.978044,30819,false,30819,7.978044,30819,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\789705b50437da92a2e7d3838aa51ddb70d8962f758e5735842ca77cdd700806,E:\Project\python\Axon_v2.6Exp\data\.cache\8e596ba91540cf6f689ba0af3714b4c9_38672ba0.npz,789705b50437da92a2e7d3838aa51ddb70d8962f758e5735842ca77cdd700806,84252,test,0.9760349393,0.9760349393,0.8299999833,0.1033286452,False,,,,3,132,532,blind-00926
,c_high_conflict_persistent_error,,FP,0,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,151552,true,fcfaa10af53eebef4a986b002006a7acf7af9c2465caed7e37edab9626bcfc4d,6.641801,151552,false,true,ok,332,1649151111,258,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,150528,151552,false,0,true,60,true,12552,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\FCFAA10AF53EEBEF4A986B002006A7ACF7AF9C2465CAED7E37EDAB9626BCFC4D,E:\Project\python\Axon_v2.6Exp\data\.cache\724f9c494d1432ca7e59297329149c8d_38672ba0.npz,fcfaa10af53eebef4a986b002006a7acf7af9c2465caed7e37edab9626bcfc4d,156792,test,0.9716612697,0.9716612697,0.8766666651,0.0274778996,False,,,,3,162,562,blind-00927
,c_high_conflict_persistent_error,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,4426048,true,d42ca0404cd535f5e2dee6c976e7e1cd8f2a2532ee5fc9d12c7678f7bd39cea0,6.822178,4426048,false,true,ok,332,1715173617,259,0x10b,2,0,4,.text|.rdata|.data|.rsrc,4411392,4415488,true,105,true,380,true,996064,true,4415488,10560,10560,7.650549,10560,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\d42ca0404cd535f5e2dee6c976e7e1cd8f2a2532ee5fc9d12c7678f7bd39cea0,E:\Project\python\Axon_v2.6Exp\data\.cache\a2cf401165d76a815bbe0882575dc59b_38672ba0.npz,d42ca0404cd535f5e2dee6c976e7e1cd8f2a2532ee5fc9d12c7678f7bd39cea0,138655,test,0.9516590834,0.9516590834,0.4166666567,0.0156828240,False,,,,4,36,636,blind-00928
,e_persistent_fn,,FN,1,,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,40448,true,43253a888417dfab034f781527e08fb58e929096cb4ef69456c3e13550cb4e9e,5.944355,40448,false,true,ok,34404,1769694952,8226,0x20b,3,352,5,.text|.rdata|.data|.pdata|.reloc,39424,40448,false,0,true,200,false,0,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2026-03\2026-03-16\43253a888417dfab034f781527e08fb58e929096cb4ef69456c3e13550cb4e9e.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\f163fb13cb301ee2b41c5d8e5ac8944e_38672ba0.npz,43253a888417dfab034f781527e08fb58e929096cb4ef69456c3e13550cb4e9e,142192,test,0.3057384789,0.3057384789,0.4199999869,0.5984045863,,,,,6,161,1161,blind-00929
,c_high_conflict_persistent_error,,FP,0,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,92672,true,cbc62edf26a8eb366b10b606222b319219d02ce00ebe98977edf3f63d23cbf25,6.178924,92672,false,true,ok,332,1554189849,258,0x10b,3,33088,5,.text|.rdata|.data|.rsrc|.reloc,91648,92672,false,0,true,60,true,20644,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\cbc62edf26a8eb366b10b606222b319219d02ce00ebe98977edf3f63d23cbf25,E:\Project\python\Axon_v2.6Exp\data\.cache\97022a2c97aca953273d165947629253_38672ba0.npz,cbc62edf26a8eb366b10b606222b319219d02ce00ebe98977edf3f63d23cbf25,85215,test,0.9797014594,0.9797014594,0.9033333063,0.0310249031,False,,,,3,105,505,blind-00930
,e_persistent_fn,,FN,1,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,49618544,true,c9075edbd201388279ff4c32a3a4a85b6b0b1fd934383394f62a7131d5c6b5fb,7.999118,49618544,false,true,ok,332,1741475120,271,0x10b,2,34112,5,.text|.rdata|.data|.ndata|.rsrc,205824,206848,false,0,true,160,true,172328,true,49608016,10528,49411696,7.999996,49411696,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2025-03\2025-03-23\c9075edbd201388279ff4c32a3a4a85b6b0b1fd934383394f62a7131d5c6b5fb.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\2b9d1af299a67fcf3b3406519eecd9df_38672ba0.npz,c9075edbd201388279ff4c32a3a4a85b6b0b1fd934383394f62a7131d5c6b5fb,151602,test,0.1785578132,0.1785578132,0.8433333039,0.8701249361,,,,,6,49,1049,blind-00931
,c_high_conflict_persistent_error,,FN,1,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,243952,true,f21d76d2c0e6f37c5b54d58477fbd6eb987fc5052812166b82dd4eab30da42bb,6.693908,243952,false,true,ok,332,1600774925,8450,0x10b,2,320,6,.text|.rdata|.data|.gfids|.rsrc|.reloc,229376,230400,true,184,true,180,true,3728,true,230400,13552,13552,7.335794,13552,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2020-11\2020-11-07\f21d76d2c0e6f37c5b54d58477fbd6eb987fc5052812166b82dd4eab30da42bb.dll,E:\Project\python\Axon_v2.6Exp\data\.cache\70278c5a2752d1bc91c36a9cf49abbe6_38672ba0.npz,f21d76d2c0e6f37c5b54d58477fbd6eb987fc5052812166b82dd4eab30da42bb,183466,test,0.0075536198,0.0075536198,0.0533333346,0.0736516863,True,,,,1,89,89,blind-00932
,e_persistent_fn,,FN,1,has_resource_directory|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,4357120,true,7251a7bb32388600d378a860c9ec0c28f77bef5673c635e79bad4bc07de608b0,5.649193,4357120,false,true,ok,34404,0,8750,0x20b,3,352,11,.text|.data|.rdata|.pdata|.xdata|.bss|.edata|.idata|.tls|.rsrc|.reloc,4356096,4357120,true,1035,true,1704,true,1328,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2025-12\2025-12-17\7251a7bb32388600d378a860c9ec0c28f77bef5673c635e79bad4bc07de608b0.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\cdf485d3bb852630c08da5bb00fda09d_38672ba0.npz,7251a7bb32388600d378a860c9ec0c28f77bef5673c635e79bad4bc07de608b0,63190,test,0.3444794118,0.3444794118,0.4833333194,0.6928862929,,,,,6,186,1186,blind-00933
,e_persistent_fn,,FN,1,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,176128,true,fd75b79ee8733c0196bc3a89575dc5bbd0f99d075d259db579fdf2416778c4cb,5.945379,176128,false,true,ok,332,1477162489,8462,0x10b,3,0,5,.text|.rdata|.idata|.rsrc|.reloc,172032,176128,true,101,true,280,true,71280,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2026-01\2026-01-01\fd75b79ee8733c0196bc3a89575dc5bbd0f99d075d259db579fdf2416778c4cb.dll,E:\Project\python\Axon_v2.6Exp\data\.cache\e088c4194f1b56aa7e1a654eedf591f6_38672ba0.npz,fd75b79ee8733c0196bc3a89575dc5bbd0f99d075d259db579fdf2416778c4cb,51179,test,0.2236613631,0.2236613631,0.5533333421,0.6142957807,,,,,6,93,1093,blind-00934
,f_persistent_fp,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,930840,true,916407262ea27c63c6ab275f9a38af6e5c26fc68c82154fa4f9d4fafb35c9738,5.262944,930840,false,true,ok,332,1735746949,302,0x10b,3,34144,3,.text|.rsrc|.reloc,918016,918528,false,0,true,75,true,397036,true,918528,12312,12312,7.627235,12312,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\916407262ea27c63c6ab275f9a38af6e5c26fc68c82154fa4f9d4fafb35c9738,E:\Project\python\Axon_v2.6Exp\data\.cache\1d97b3ec9164fc8a55ea0c8103c06f27_38672ba0.npz,916407262ea27c63c6ab275f9a38af6e5c26fc68c82154fa4f9d4fafb35c9738,180184,test,0.6508527994,0.6508527994,0.5199999809,0.6643347144,,,,,8,157,1557,blind-00935
,f_persistent_fp,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,2769485,true,f33b11170cd31421e442bb492f2e859dcf771cde078e06bcb8d0f44c2ef17e14,7.709187,2769485,false,true,ok,332,1539789059,33167,0x10b,2,0,11,.text|.itext|.data|.bss|.idata|.didata|.tls|.rdata|.reloc|.rsrc|.neolit,5047712,773024,false,0,true,20766,true,743424,true,5372928,11032,1996461,7.997745,1996461,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\f33b11170cd31421e442bb492f2e859dcf771cde078e06bcb8d0f44c2ef17e14.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\2cbfe2745b43fa215c858e14d6f70db4_38672ba0.npz,f33b11170cd31421e442bb492f2e859dcf771cde078e06bcb8d0f44c2ef17e14,64708,test,0.9491111040,0.9491111040,0.8366666436,0.1021280512,,,,,5,28,828,blind-00936
,e_persistent_fn,,FN,1,has_resource_directory|has_security_directory|overlay_present|high_file_entropy|high_overlay_entropy|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,19303112,true,f019e18f367037b7db10de4d6abbfc483ac045a34f70a6acf36801e81b4739e2,7.998165,19303112,false,true,ok,34404,1739933034,558,0x20b,3,352,11,.text|.data|.rdata|.pdata|.xdata|.bss|.idata|.CRT|.tls|.rsrc|.reloc,179712,180736,false,0,true,5360,true,43744,true,19291048,12064,19122376,7.998944,19122376,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待拉黑\2025-03\2025-03-21\f019e18f367037b7db10de4d6abbfc483ac045a34f70a6acf36801e81b4739e2.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\28cf5b2076eed151ae489215c1995c5c_38672ba0.npz,f019e18f367037b7db10de4d6abbfc483ac045a34f70a6acf36801e81b4739e2,174117,test,0.4487946033,0.4487946033,0.5433333516,0.8424196839,,,,,7,60,1260,blind-00937
,c_high_conflict_persistent_error,,FP,0,has_resource_directory|overlay_present|overlay_after_security_present|high_file_entropy|many_sections,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,4114952,true,86f717cca38ea371c1c0d882e98ebcc667f48785cdc52a35b63a949d4234fcf3,7.968855,4114952,false,true,ok,332,1537432362,259,0x10b,2,32768,8,        |        |        |        |.idata|.rsrc|.themida|.boot,4095488,4096512,false,0,true,360,true,115824,false,0,0,18440,7.187889,18440,false,18440,7.187889,18440,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\86f717cca38ea371c1c0d882e98ebcc667f48785cdc52a35b63a949d4234fcf3.exe,E:\Project\python\Axon_v2.6Exp\data\.cache\0efc6082d6fac46047eaf946502e5e08_38672ba0.npz,86f717cca38ea371c1c0d882e98ebcc667f48785cdc52a35b63a949d4234fcf3,174753,test,0.9514951706,0.9514951706,0.6899999976,0.0974253640,False,,,,4,38,638,blind-00938
,f_persistent_fp,,FP,0,has_resource_directory|high_file_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,1448960,true,59a1d3ad880cb9a9e80658d42d57362efe5910a5ae79cbda176bf3e2ca00d918,7.969068,1448960,false,true,ok,332,1737087162,258,0x10b,2,33088,3,UPX0|UPX1|.rsrc,1447936,1448960,true,264,true,908,true,81624,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\59A1D3AD880CB9A9E80658D42D57362EFE5910A5AE79CBDA176BF3E2CA00D918,E:\Project\python\Axon_v2.6Exp\data\.cache\e4f83c5e50188e83b511b2a1c8d6452f_38672ba0.npz,59a1d3ad880cb9a9e80658d42d57362efe5910a5ae79cbda176bf3e2ca00d918,171036,test,0.6038609147,0.6038609147,0.6433333158,0.6780849099,,,,,9,30,1630,blind-00939
,f_persistent_fp,,FP,0,,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,464384,true,e5bdc2a6412c46c57f19499d6b90929ac35c38e7024f51fc44a0a63e3fd453bf,6.108306,464384,false,true,ok,332,1852400175,783,0x10b,3,0,7,.text|.data|.rdata|.bss|.idata|.CRT|.tls,463360,464384,false,0,true,4188,false,0,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\e5bdc2a6412c46c57f19499d6b90929ac35c38e7024f51fc44a0a63e3fd453bf,E:\Project\python\Axon_v2.6Exp\data\.cache\c36c61404845c8e1eef2b92d523383e2_38672ba0.npz,e5bdc2a6412c46c57f19499d6b90929ac35c38e7024f51fc44a0a63e3fd453bf,102458,test,0.8591415286,0.8591415286,0.7666666508,0.0973937809,,,,,6,4,1004,blind-00940
,c_high_conflict_persistent_error,,FP,0,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,90112,true,589c0dc8076ae39e3c40fa091c8b91f748e34f7099c94ba5ebb4e0eeefeb9019,5.761096,90112,false,true,ok,332,1384773554,258,0x10b,2,33088,5,.text|.rdata|.data|.rsrc|.reloc,89088,90112,false,0,true,120,true,15168,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\589C0DC8076AE39E3C40FA091C8B91F748E34F7099C94BA5EBB4E0EEEFEB9019,E:\Project\python\Axon_v2.6Exp\data\.cache\3cb5ca86add1ae5d360b4261e7282c11_38672ba0.npz,589c0dc8076ae39e3c40fa091c8b91f748e34f7099c94ba5ebb4e0eeefeb9019,49816,test,0.9956506491,0.9956506491,0.8999999762,0.0257918518,False,,,,2,45,245,blind-00941
,f_persistent_fp,,FP,0,has_resource_directory|has_security_directory|overlay_present|high_overlay_entropy,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,407456,true,5313618d93640bb29b66baadf2339de85e593a51715290dadece6d58e039a75e,6.009410,407456,false,true,ok,332,0,783,0x10b,2,0,7,.text|.data|.rdata|.bss|.CRT|.idata|.rsrc,378880,379904,false,0,true,100,true,70368,true,379904,27552,27552,7.597481,27552,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\5313618D93640BB29B66BAADF2339DE85E593A51715290DADECE6D58E039A75E,E:\Project\python\Axon_v2.6Exp\data\.cache\1ea9d1438cc8ef9da5b2ce8e7c960000_38672ba0.npz,5313618d93640bb29b66baadf2339de85e593a51715290dadece6d58e039a75e,106664,test,0.8908923268,0.8908923268,0.6200000048,0.0986759588,,,,,5,163,963,blind-00942
,c_high_conflict_persistent_error,,FP,0,has_resource_directory,source_size_bytes|source_sha256_match|file_entropy|mz_signature|pe_parse_status|pe_machine|pe_characteristics|pe_optional_magic|pe_subsystem|pe_dll_characteristics|pe_number_of_sections|pe_section_names|pe_section_raw_size_total|pe_has_export_directory|pe_has_import_directory|pe_has_resource_directory|pe_has_security_directory|overlay_size|overlay_entropy|overlay_after_security_size|overlay_after_security_entropy,true,57344,true,a54bd9f3c7a97894cd29fd29a5ff9029c309b9de160ae5fc70070d34af8b96f7,5.622818,57344,false,true,ok,332,1455148398,258,0x10b,2,34112,3,.text|.rsrc|.reloc,56832,57344,false,0,true,79,true,3480,false,0,0,0,,0,false,0,,0,false,true,12264,false,,,,0,,true,true,E:\Project\python\Axon_v2.6Exp\data\待加入白名单\A54BD9F3C7A97894CD29FD29A5FF9029C309B9DE160AE5FC70070D34AF8B96F7,E:\Project\python\Axon_v2.6Exp\data\.cache\9e49f1ab20eecf85fa38f49a01ea80d9_38672ba0.npz,a54bd9f3c7a97894cd29fd29a5ff9029c309b9de160ae5fc70070d34af8b96f7,64010,test,0.9992057681,0.9992057681,0.9599999785,0.0387085155,False,,,,1,152,152,blind-00943
